Date,"Total Cases","New Cases","New Cases 7-Day Moving Average","Case Growth","Cases Growth 7DMA","Total Deaths","New Deaths","New Deaths 7DMA","Death Growth","Death Growth 7DMA","Total Recoveries","New Recoveries","Recovery Rate","Active Cases","Case Fatality Rate (CFR)","Adjusted CFR","Total Deaths per MM Population","Total Cases per MM Population","Active Cases per ICU Bed"
2021-06-17,1339457,6625,6539,0.5%,0.5%,23276,155,138,0.67%,0.61%,1257774,4233,93.9%,58407,1.74%,1.82%,212.41,12223.44
2021-06-16,1332832,5401,6659,0.41%,0.51%,23121,158,133,0.69%,0.59%,1253541,7136,94.05%,56170,1.73%,1.81%,210.99,12162.98
2021-06-15,1327431,5378,6665,0.41%,0.51%,22963,118,128,0.52%,0.57%,1246405,6293,93.9%,58063,1.73%,1.81%,209.55,12113.7
2021-06-14,1322053,6414,6578,0.49%,0.51%,22845,57,125,0.25%,0.56%,1240112,7126,93.8%,59096,1.73%,1.81%,208.48,12064.62
2021-06-13,1315639,7287,6594,0.56%,0.51%,22788,136,127,0.6%,0.57%,1232986,7627,93.72%,59865,1.73%,1.81%,207.96,12006.09
2021-06-12,1308352,8003,6583,0.62%,0.51%,22652,145,131,0.64%,0.59%,1225359,8862,93.66%,60341,1.73%,1.82%,206.71,11939.59
2021-06-11,1300349,6662,6430,0.51%,0.5%,22507,195,139,0.87%,0.63%,1216497,2043,93.55%,61345,1.73%,1.82%,205.39,11866.56
2021-06-10,1293687,7470,6541,0.58%,0.52%,22312,122,136,0.55%,0.63%,1214454,4427,93.88%,56921,1.72%,1.8%,203.61,11805.76
2021-06-09,1286217,5444,6500,0.43%,0.52%,22190,126,147,0.57%,0.68%,1210027,7770,94.08%,54000,1.73%,1.8%,202.5,11737.59
2021-06-08,1280773,4769,6472,0.37%,0.51%,22064,95,150,0.43%,0.7%,1202257,7076,93.87%,56452,1.72%,1.8%,201.35,11687.91
2021-06-07,1276004,6526,6529,0.51%,0.52%,21969,71,143,0.32%,0.67%,1195181,6938,93.67%,58854,1.72%,1.8%,200.48,11644.39
2021-06-06,1269478,7205,6550,0.57%,0.53%,21898,166,148,0.76%,0.7%,1188243,7245,93.6%,59337,1.72%,1.81%,199.83,11584.84
2021-06-05,1262273,6936,6527,0.55%,0.53%,21732,195,144,0.91%,0.68%,1180998,7992,93.56%,59543,1.72%,1.81%,198.32,11519.09
2021-06-04,1255337,7438,6598,0.6%,0.54%,21537,180,139,0.84%,0.66%,1173006,2254,93.44%,60794,1.72%,1.8%,196.54,11455.79
2021-06-03,1247899,7183,6781,0.58%,0.56%,21357,199,140,0.94%,0.67%,1170752,3326,93.82%,55790,1.71%,1.79%,194.9,11387.91
2021-06-02,1240716,5249,6677,0.42%,0.55%,21158,146,141,0.69%,0.69%,1167426,6174,94.09%,52132,1.71%,1.78%,193.08,11322.36
2021-06-01,1235467,5166,6685,0.42%,0.55%,21012,46,142,0.22%,0.7%,1161252,6207,93.99%,53203,1.7%,1.78%,191.75,11274.46
2021-05-31,1230301,6674,6514,0.55%,0.54%,20966,106,140,0.51%,0.69%,1155045,6035,93.88%,54290,1.7%,1.78%,191.33,11227.32
2021-05-30,1223627,7045,6259,0.58%,0.52%,20860,138,130,0.67%,0.64%,1149010,6764,93.9%,53757,1.7%,1.78%,190.36,11166.42
2021-05-29,1216582,7428,5481,0.61%,0.46%,20722,156,111,0.76%,0.55%,1142246,7428,93.89%,53614,1.7%,1.78%,189.1,11102.13
2021-05-28,1209154,8724,5393,0.73%,0.45%,20566,187,115,0.92%,0.57%,1134818,2876,93.85%,53770,1.7%,1.78%,187.68,11034.34
2021-05-27,1200430,6454,5039,0.54%,0.43%,20379,210,105,1.04%,0.53%,1131942,4172,94.29%,48109,1.7%,1.77%,185.97,10954.73
2021-05-26,1193976,5304,4986,0.45%,0.42%,20169,150,95,0.75%,0.48%,1127770,7318,94.45%,46037,1.69%,1.76%,184.06,10895.83
2021-05-25,1188672,3966,4898,0.33%,0.42%,20019,36,92,0.18%,0.47%,1120452,4646,94.26%,48201,1.68%,1.76%,182.69,10847.43
2021-05-24,1184706,4894,4969,0.41%,0.43%,19983,32,103,0.16%,0.53%,1115806,6580,94.18%,48917,1.69%,1.76%,182.36,10811.24
2021-05-23,1179812,1595,5121,0.14%,0.44%,19951,5,109,0.03%,0.56%,1109226,5281,94.02%,50635,1.69%,1.77%,182.07,10766.57
2021-05-22,1178217,6814,5719,0.58%,0.5%,19946,183,128,0.93%,0.66%,1103945,7836,93.7%,54326,1.69%,1.77%,182.02,10752.02
2021-05-21,1171403,6248,5705,0.54%,0.5%,19763,122,115,0.62%,0.6%,1096109,2507,93.57%,55531,1.69%,1.77%,180.35,10689.84
2021-05-20,1165155,6084,5776,0.52%,0.51%,19641,134,117,0.69%,0.61%,1093602,3989,93.86%,51912,1.69%,1.76%,179.24,10632.82
2021-05-19,1159071,4683,5816,0.41%,0.51%,19507,135,113,0.7%,0.59%,1089613,6888,94.01%,49951,1.68%,1.76%,178.01,10577.3
2021-05-18,1154388,4463,5834,0.39%,0.52%,19372,110,107,0.57%,0.57%,1082725,6297,93.79%,52291,1.68%,1.76%,176.78,10534.56
2021-05-17,1149925,5962,5871,0.52%,0.52%,19262,71,100,0.37%,0.53%,1076428,6560,93.61%,54235,1.68%,1.76%,175.78,10493.84
2021-05-16,1143963,5776,5996,0.51%,0.54%,19191,140,103,0.73%,0.55%,1069868,7441,93.52%,54904,1.68%,1.76%,175.13,10439.43
2021-05-15,1138187,6720,6191,0.59%,0.56%,19051,93,112,0.49%,0.6%,1062427,8904,93.34%,56709,1.67%,1.76%,173.85,10386.72
2021-05-14,1131467,6743,6226,0.6%,0.56%,18958,137,123,0.73%,0.66%,1053523,2880,93.11%,58986,1.68%,1.77%,173,10325.39
2021-05-13,1124724,6365,6365,0.57%,0.58%,18821,107,119,0.57%,0.65%,1050643,4212,93.41%,55260,1.67%,1.76%,171.75,10263.86
2021-05-12,1118359,4812,6401,0.43%,0.59%,18714,94,131,0.5%,0.72%,1046431,8256,93.57%,53214,1.67%,1.76%,170.78,10205.77
2021-05-11,1113547,4721,6522,0.43%,0.6%,18620,58,143,0.31%,0.79%,1038175,7808,93.23%,56752,1.67%,1.76%,169.92,10161.86
2021-05-10,1108826,6836,6657,0.62%,0.61%,18562,90,148,0.49%,0.82%,1030367,8143,92.92%,59897,1.67%,1.77%,169.39,10118.78
2021-05-09,1101990,7141,6715,0.65%,0.62%,18472,203,149,1.11%,0.83%,1022224,9020,92.76%,61294,1.68%,1.77%,168.57,10056.4
2021-05-08,1094849,6964,6885,0.64%,0.65%,18269,170,131,0.94%,0.74%,1013204,10044,92.54%,63376,1.67%,1.77%,166.72,9991.23
2021-05-07,1087885,7713,7204,0.71%,0.68%,18099,108,124,0.6%,0.7%,1003160,4149,92.21%,66626,1.66%,1.77%,165.17,9927.68
2021-05-06,1080172,6617,7348,0.62%,0.7%,17991,191,121,1.07%,0.69%,999011,5969,92.49%,63170,1.67%,1.77%,164.18,9857.29
2021-05-05,1073555,5663,7580,0.53%,0.73%,17800,178,110,1.01%,0.63%,993042,8832,92.5%,62713,1.66%,1.76%,162.44,9796.91
2021-05-04,1067892,5667,7753,0.53%,0.75%,17622,97,101,0.55%,0.59%,984210,8976,92.16%,66060,1.65%,1.76%,160.81,9745.23
2021-05-03,1062225,7242,7971,0.69%,0.78%,17525,94,96,0.54%,0.56%,975234,9154,91.81%,69466,1.65%,1.77%,159.93,9693.51
2021-05-02,1054983,8330,8209,0.8%,0.8%,17431,77,93,0.44%,0.54%,966080,9029,91.57%,71472,1.65%,1.77%,159.07,9627.43
2021-05-01,1046653,9193,8182,0.89%,0.81%,17354,120,97,0.7%,0.57%,957051,10733,91.44%,72248,1.66%,1.78%,158.37,9551.41
2021-04-30,1037460,8722,8246,0.85%,0.82%,17234,89,101,0.52%,0.6%,946318,4079,91.21%,73908,1.66%,1.79%,157.27,9467.52
2021-04-29,1028738,8243,8241,0.81%,0.83%,17145,114,111,0.67%,0.66%,942239,6544,91.59%,69354,1.67%,1.79%,156.46,9387.92
2021-04-28,1020495,6877,8313,0.68%,0.84%,17031,115,109,0.68%,0.66%,935695,10668,91.69%,67769,1.67%,1.79%,155.42,9312.7
2021-04-27,1013618,7190,8645,0.71%,0.88%,16916,63,111,0.37%,0.67%,925027,10075,91.26%,71675,1.67%,1.8%,154.37,9249.94
2021-04-26,1006428,8905,8669,0.89%,0.89%,16853,70,115,0.42%,0.7%,914952,11287,90.91%,74623,1.67%,1.81%,153.79,9184.33
2021-04-25,997523,8143,8770,0.82%,0.91%,16783,109,118,0.65%,0.72%,903665,20444,90.59%,77075,1.68%,1.82%,153.16,9103.07
2021-04-24,989380,9640,9047,0.98%,0.95%,16674,145,123,0.88%,0.76%,883221,22809,89.27%,89485,1.69%,1.85%,152.16,9028.75
2021-04-23,979740,8691,9253,0.9%,0.98%,16529,159,113,0.97%,0.7%,860412,13721,87.82%,102799,1.69%,1.88%,150.84,8940.78
2021-04-22,971049,8742,9538,0.91%,1.02%,16370,105,111,0.65%,0.7%,846691,17083,87.19%,107988,1.69%,1.9%,149.39,8861.47
2021-04-21,962307,9201,9918,0.97%,1.08%,16265,124,117,0.77%,0.74%,829608,19649,86.21%,116434,1.69%,1.92%,148.43,8781.7
2021-04-20,953106,7361,9760,0.78%,1.07%,16141,93,122,0.58%,0.78%,809959,21637,84.98%,127006,1.69%,1.95%,147.3,8697.73
2021-04-19,945745,9612,9931,1.03%,1.1%,16048,88,128,0.55%,0.83%,788322,9238,83.35%,141375,1.7%,2%,146.45,8630.56
2021-04-18,936133,10081,10181,1.09%,1.14%,15960,150,145,0.95%,0.94%,779084,72552,83.22%,141089,1.7%,2.01%,145.65,8542.84
2021-04-17,926052,11081,10406,1.21%,1.18%,15810,72,152,0.46%,1%,706532,775,76.3%,203710,1.71%,2.19%,144.28,8450.84
2021-04-16,914971,10686,10631,1.18%,1.22%,15738,144,174,0.92%,1.16%,705757,593,77.13%,193476,1.72%,2.18%,143.62,8349.72
2021-04-15,904285,11405,10846,1.28%,1.26%,15594,147,211,0.95%,1.43%,705164,778,77.98%,183527,1.72%,2.16%,142.31,8252.21
2021-04-14,892880,8097,10531,0.92%,1.24%,15447,161,198,1.05%,1.36%,704386,423,78.89%,173047,1.73%,2.15%,140.96,8148.13
2021-04-13,884783,8558,10289,0.98%,1.22%,15286,137,210,0.9%,1.46%,703963,338,79.56%,165534,1.73%,2.13%,139.49,8074.24
2021-04-12,876225,11357,10404,1.31%,1.25%,15149,204,245,1.37%,1.73%,703625,221,80.3%,157451,1.73%,2.11%,138.24,7996.14
2021-04-11,864868,11659,9974,1.37%,1.21%,14945,201,217,1.36%,1.55%,703404,55184,81.33%,146519,1.73%,2.08%,136.38,7892.5
2021-04-10,853209,12655,9881,1.51%,1.22%,14744,224,189,1.54%,1.35%,648220,537,75.97%,190245,1.73%,2.22%,134.55,7786.1
2021-04-09,840554,12188,9865,1.47%,1.23%,14520,401,171,2.84%,1.24%,647683,715,77.05%,178351,1.73%,2.19%,132.5,7670.62
2021-04-08,828366,9202,10310,1.12%,1.31%,14119,60,117,0.43%,0.86%,646968,564,78.1%,167279,1.7%,2.14%,128.85,7559.39
2021-04-07,819164,6404,10268,0.79%,1.32%,14059,242,109,1.75%,0.8%,646404,23,78.91%,158701,1.72%,2.13%,128.3,7475.42
2021-04-06,812760,9362,10226,1.17%,1.33%,13817,382,89,2.84%,0.67%,646381,144,79.53%,152562,1.7%,2.09%,126.09,7416.98
2021-04-05,803398,8347,10215,1.05%,1.34%,13435,10,36,0.07%,0.27%,646237,137,80.44%,143726,1.67%,2.04%,122.6,7331.54
2021-04-04,795051,11008,10451,1.4%,1.39%,13425,2,36,0.01%,0.27%,646100,41195,81.27%,135526,1.69%,2.04%,122.51,7255.37
2021-04-03,784043,12546,10229,1.63%,1.38%,13423,103,38,0.77%,0.28%,604905,537,77.15%,165715,1.71%,2.17%,122.49,7154.92
2021-04-02,771497,15298,9806,2.02%,1.34%,13320,17,24,0.13%,0.19%,604368,420,78.34%,153809,1.73%,2.16%,121.55,7040.43
2021-04-01,756199,8911,9022,1.19%,1.25%,13303,6,30,0.05%,0.23%,603948,202,79.87%,138948,1.76%,2.16%,121.4,6900.82
2021-03-31,747288,6107,8997,0.82%,1.27%,13297,106,37,0.8%,0.28%,603746,436,80.79%,130245,1.78%,2.15%,121.34,6819.5
2021-03-30,741181,9287,9075,1.27%,1.29%,13191,5,28,0.04%,0.22%,603310,97,81.4%,124680,1.78%,2.14%,120.38,6763.77
2021-03-29,731894,10002,8586,1.39%,1.23%,13186,16,31,0.12%,0.23%,603213,59,82.42%,115495,1.8%,2.14%,120.33,6679.02
2021-03-28,721892,9450,8300,1.33%,1.21%,13170,11,29,0.08%,0.22%,603154,21993,83.55%,105568,1.82%,2.14%,120.19,6587.75
2021-03-27,712442,9586,8055,1.36%,1.18%,13159,10,33,0.08%,0.25%,581161,472,81.57%,118122,1.85%,2.21%,120.08,6501.51
2021-03-26,702856,9808,7827,1.42%,1.17%,13149,54,36,0.41%,0.27%,580689,627,82.62%,109018,1.87%,2.21%,119.99,6414.03
2021-03-25,693048,8737,7438,1.28%,1.12%,13095,56,30,0.43%,0.23%,580062,544,83.7%,99891,1.89%,2.21%,119.5,6324.53
2021-03-24,684311,6658,6945,0.98%,1.06%,13039,47,25,0.36%,0.19%,579518,1057,84.69%,91754,1.91%,2.2%,118.99,6244.8
2021-03-23,677653,5861,6619,0.87%,1.01%,12992,20,21,0.15%,0.16%,578461,611,85.36%,86200,1.92%,2.2%,118.56,6184.04
2021-03-22,671792,7998,6414,1.2%,0.99%,12972,4,19,0.03%,0.15%,577850,96,86.02%,80970,1.93%,2.2%,118.38,6130.55
2021-03-21,663794,7738,6042,1.18%,0.94%,12968,38,20,0.29%,0.15%,577754,15270,87.04%,73072,1.95%,2.2%,118.34,6057.56
2021-03-20,656056,7990,5635,1.23%,0.89%,12930,30,23,0.23%,0.18%,562484,582,85.74%,80642,1.97%,2.25%,117.99,5986.95
2021-03-19,648066,7082,5207,1.1%,0.83%,12900,13,29,0.1%,0.23%,561902,372,86.7%,73264,1.99%,2.24%,117.72,5914.04
2021-03-18,640984,5286,4848,0.83%,0.78%,12887,21,40,0.16%,0.31%,561530,431,87.6%,66567,2.01%,2.24%,117.6,5849.41
2021-03-17,635698,4378,4627,0.69%,0.75%,12866,18,46,0.14%,0.36%,561099,363,88.27%,61733,2.02%,2.24%,117.41,5801.17
2021-03-16,631320,4427,4413,0.71%,0.72%,12848,11,46,0.09%,0.36%,560736,159,88.82%,57736,2.04%,2.24%,117.25,5761.22
2021-03-15,626893,5395,4161,0.87%,0.68%,12837,8,45,0.06%,0.36%,560577,65,89.42%,53479,2.05%,2.24%,117.15,5720.82
2021-03-14,621498,4887,3869,0.79%,0.64%,12829,63,45,0.49%,0.35%,560512,13346,90.19%,48157,2.06%,2.24%,117.07,5671.59
2021-03-13,616611,4993,3639,0.82%,0.6%,12766,72,43,0.57%,0.34%,547166,254,88.74%,56679,2.07%,2.28%,116.5,5626.99
2021-03-12,611618,4570,3416,0.75%,0.57%,12694,86,39,0.68%,0.31%,546912,241,89.42%,52012,2.08%,2.27%,115.84,5581.42
2021-03-11,607048,3740,3197,0.62%,0.54%,12608,63,29,0.5%,0.23%,546671,378,90.05%,47769,2.08%,2.25%,115.06,5539.72
2021-03-10,603308,2880,3012,0.48%,0.51%,12545,17,22,0.14%,0.18%,546293,215,90.55%,44470,2.08%,2.24%,114.48,5505.59
2021-03-09,600428,2665,2855,0.45%,0.48%,12528,7,23,0.06%,0.18%,546078,166,90.95%,41822,2.09%,2.24%,114.33,5479.31
2021-03-08,597763,3351,2769,0.56%,0.47%,12521,5,28,0.04%,0.23%,545912,59,91.33%,39330,2.09%,2.24%,114.26,5454.99
2021-03-07,594412,3274,2580,0.55%,0.44%,12516,51,28,0.41%,0.23%,545853,10503,91.83%,36043,2.11%,2.24%,114.22,5424.41
2021-03-06,591138,3434,2413,0.58%,0.42%,12465,42,25,0.34%,0.2%,535350,143,90.56%,43323,2.11%,2.28%,113.75,5394.53
2021-03-05,587704,3037,2340,0.52%,0.41%,12423,19,25,0.15%,0.2%,535207,170,91.07%,40074,2.11%,2.27%,113.37,5363.19
2021-03-04,584667,2444,2284,0.42%,0.4%,12404,15,29,0.12%,0.24%,535037,259,91.51%,37226,2.12%,2.27%,113.19,5335.48
2021-03-03,582223,1781,2258,0.31%,0.4%,12389,20,37,0.16%,0.3%,534778,315,91.85%,35056,2.13%,2.26%,113.06,5313.17
2021-03-02,580442,2061,2225,0.36%,0.39%,12369,47,37,0.38%,0.31%,534463,112,92.08%,33610,2.13%,2.26%,112.88,5296.92
2021-03-01,578381,2029,2132,0.35%,0.38%,12322,4,33,0.03%,0.27%,534351,80,92.39%,31708,2.13%,2.25%,112.45,5278.11
2021-02-28,576352,2105,2169,0.37%,0.38%,12318,29,33,0.24%,0.27%,534271,9406,92.7%,29763,2.14%,2.25%,112.41,5259.6
2021-02-27,574247,2920,2137,0.51%,0.38%,12289,42,32,0.34%,0.26%,524865,283,91.4%,37093,2.14%,2.29%,112.15,5240.39
2021-02-26,571327,2647,2038,0.47%,0.36%,12247,46,60,0.38%,0.5%,524582,540,91.82%,34498,2.14%,2.28%,111.76,5213.74
2021-02-25,568680,2260,1931,0.4%,0.35%,12201,72,75,0.59%,0.64%,524042,721,92.15%,32437,2.15%,2.28%,111.34,5189.59
2021-02-24,566420,1555,1857,0.28%,0.33%,12129,22,79,0.18%,0.67%,523321,380,92.39%,30970,2.14%,2.27%,110.69,5168.96
2021-02-23,564865,1409,1803,0.25%,0.32%,12107,13,83,0.11%,0.71%,522941,67,92.58%,29817,2.14%,2.26%,110.48,5154.77
2021-02-22,563456,2287,1799,0.41%,0.32%,12094,6,82,0.05%,0.7%,522874,31,92.8%,28488,2.15%,2.26%,110.37,5141.91
2021-02-21,561169,1881,1713,0.34%,0.31%,12088,20,82,0.17%,0.7%,522843,9723,93.17%,26238,2.15%,2.26%,110.31,5121.04
2021-02-20,559288,2230,1719,0.4%,0.31%,12068,239,80,2.02%,0.69%,513120,331,91.75%,34100,2.16%,2.3%,110.13,5103.88
2021-02-19,557058,1895,1680,0.34%,0.3%,11829,156,48,1.34%,0.41%,512789,626,92.05%,32440,2.12%,2.25%,107.95,5083.53
2021-02-18,555163,1739,1697,0.31%,0.31%,11673,96,29,0.83%,0.25%,512163,130,92.25%,31327,2.1%,2.23%,106.52,5066.23
2021-02-17,553424,1178,1695,0.21%,0.31%,11577,53,25,0.46%,0.22%,512033,237,92.52%,29814,2.09%,2.21%,105.65,5050.36
2021-02-16,552246,1386,1717,0.25%,0.32%,11524,7,33,0.06%,0.29%,511796,41,92.68%,28926,2.09%,2.2%,105.16,5039.61
2021-02-15,550860,1684,1695,0.31%,0.31%,11517,2,41,0.02%,0.36%,511755,12,92.9%,27588,2.09%,2.2%,105.1,5026.97
2021-02-14,549176,1921,1695,0.35%,0.31%,11515,8,48,0.07%,0.43%,511743,10962,93.18%,25918,2.1%,2.2%,105.08,5011.6
2021-02-13,547255,1955,1676,0.36%,0.31%,11507,12,57,0.1%,0.5%,500781,127,91.51%,34967,2.1%,2.25%,105.01,4994.07
2021-02-12,545300,2018,1673,0.37%,0.31%,11495,26,62,0.23%,0.56%,500654,319,91.81%,33151,2.11%,2.24%,104.9,4976.23
2021-02-11,543282,1722,1655,0.32%,0.31%,11469,68,67,0.6%,0.6%,500335,364,92.09%,31478,2.11%,2.24%,104.66,4957.81
2021-02-10,541560,1333,1635,0.25%,0.31%,11401,105,66,0.93%,0.59%,499971,207,92.32%,30188,2.11%,2.23%,104.04,4942.1
2021-02-09,540227,1232,1625,0.23%,0.3%,11296,65,60,0.58%,0.55%,499764,-8,92.51%,29167,2.09%,2.21%,103.08,4929.93
2021-02-08,538995,1685,1675,0.31%,0.31%,11231,52,61,0.47%,0.55%,499772,-26,92.72%,27992,2.08%,2.2%,102.49,4918.69
2021-02-07,537310,1789,1670,0.33%,0.31%,11179,69,61,0.62%,0.56%,499798,11333,93.02%,26333,2.08%,2.19%,102.02,4903.31
2021-02-06,535521,1934,1715,0.36%,0.32%,11110,52,63,0.47%,0.58%,488465,191,91.21%,35946,2.07%,2.22%,101.39,4886.99
2021-02-05,533587,1888,1739,0.36%,0.33%,11058,61,65,0.55%,0.61%,488274,347,91.51%,34255,2.07%,2.21%,100.91,4869.34
2021-02-04,531699,1581,1732,0.3%,0.33%,10997,55,64,0.5%,0.59%,487927,206,91.77%,32775,2.07%,2.2%,100.35,4852.11
2021-02-03,530118,1265,1673,0.24%,0.32%,10942,68,66,0.63%,0.62%,487721,110,92%,31455,2.06%,2.19%,99.85,4837.68
2021-02-02,528853,1581,1812,0.3%,0.35%,10874,67,70,0.62%,0.66%,487611,37,92.2%,30368,2.06%,2.18%,99.23,4826.14
2021-02-01,527272,1654,1754,0.31%,0.34%,10807,58,74,0.54%,0.7%,487574,23,92.47%,28891,2.05%,2.17%,98.62,4811.71
2021-01-31,525618,2102,1714,0.4%,0.33%,10749,80,72,0.75%,0.69%,487551,11647,92.76%,27318,2.05%,2.16%,98.09,4796.62
2021-01-30,523516,2103,1691,0.4%,0.33%,10669,69,68,0.65%,0.66%,475904,139,90.91%,36943,2.04%,2.19%,97.36,4777.43
2021-01-29,521413,1838,1647,0.35%,0.32%,10600,48,66,0.45%,0.64%,475765,169,91.25%,35048,2.03%,2.18%,96.73,4758.24
2021-01-28,519575,1168,1694,0.23%,0.33%,10552,71,62,0.68%,0.6%,475596,54,91.54%,33427,2.03%,2.17%,96.29,4741.47
2021-01-27,518407,2241,1781,0.43%,0.35%,10481,95,63,0.91%,0.61%,475542,119,91.73%,32384,2.02%,2.16%,95.65,4730.81
2021-01-26,516166,1170,1726,0.23%,0.34%,10386,94,58,0.91%,0.57%,475423,1,92.11%,30357,2.01%,2.14%,94.78,4710.36
2021-01-25,514996,1377,1751,0.27%,0.35%,10292,50,55,0.49%,0.54%,475422,-190,92.32%,29282,2%,2.12%,93.92,4699.68
2021-01-24,513619,1940,1863,0.38%,0.37%,10242,52,50,0.51%,0.49%,475612,7726,92.6%,27765,1.99%,2.11%,93.47,4687.12
2021-01-23,511679,1792,1855,0.35%,0.37%,10190,54,44,0.53%,0.44%,467886,166,91.44%,33603,1.99%,2.13%,92.99,4669.41
2021-01-22,509887,2170,1892,0.43%,0.38%,10136,20,37,0.2%,0.37%,467720,245,91.73%,32031,1.99%,2.12%,92.5,4653.06
2021-01-21,507717,1778,1873,0.35%,0.37%,10116,74,54,0.74%,0.55%,467475,482,92.07%,30126,1.99%,2.12%,92.32,4633.26
2021-01-20,505939,1855,1891,0.37%,0.38%,10042,64,49,0.64%,0.5%,466993,744,92.3%,28904,1.98%,2.11%,91.64,4617.03
2021-01-19,504084,1348,1832,0.27%,0.37%,9978,69,61,0.7%,0.62%,466249,261,92.49%,27857,1.98%,2.1%,91.06,4600.1
2021-01-18,502736,2159,1857,0.43%,0.37%,9909,14,70,0.14%,0.73%,465988,-3,92.69%,26839,1.97%,2.08%,90.43,4587.8
2021-01-17,500577,1886,1841,0.38%,0.37%,9895,11,70,0.11%,0.73%,465991,5858,93.09%,24691,1.98%,2.08%,90.3,4568.1
2021-01-16,498691,2045,1842,0.41%,0.37%,9884,8,69,0.08%,0.73%,460133,396,92.27%,28674,1.98%,2.1%,90.2,4550.89
2021-01-15,496646,2041,1828,0.41%,0.37%,9876,137,73,1.41%,0.77%,459737,485,92.57%,27033,1.99%,2.1%,90.13,4532.23
2021-01-14,494605,1905,1789,0.39%,0.37%,9739,40,55,0.41%,0.58%,459252,729,92.85%,25614,1.97%,2.08%,88.87,4513.6
2021-01-13,492700,1442,1709,0.29%,0.35%,9699,145,50,1.52%,0.53%,458523,351,93.06%,24478,1.97%,2.07%,88.51,4496.22
2021-01-12,491258,1522,1652,0.31%,0.34%,9554,138,33,1.47%,0.36%,458172,-34,93.27%,23532,1.94%,2.04%,87.19,4483.06
2021-01-11,489736,2046,1568,0.42%,0.32%,9416,11,22,0.12%,0.24%,458206,8,93.56%,22114,1.92%,2.01%,85.93,4469.17
2021-01-10,487690,1893,1412,0.39%,0.29%,9405,7,21,0.07%,0.23%,458198,8583,93.95%,20087,1.93%,2.01%,85.83,4450.5
2021-01-09,485797,1945,1269,0.4%,0.26%,9398,34,21,0.36%,0.22%,449615,285,92.55%,26784,1.93%,2.05%,85.76,4433.22
2021-01-08,483852,1769,1147,0.37%,0.24%,9364,8,17,0.09%,0.18%,449330,278,92.87%,25158,1.94%,2.04%,85.45,4415.47
2021-01-07,482083,1346,1146,0.28%,0.24%,9356,9,16,0.1%,0.17%,449052,352,93.15%,23675,1.94%,2.04%,85.38,4399.33
2021-01-06,480737,1044,1172,0.22%,0.25%,9347,26,17,0.28%,0.18%,448700,325,93.34%,22690,1.94%,2.04%,85.3,4387.05
2021-01-05,479693,932,1167,0.19%,0.24%,9321,58,23,0.63%,0.24%,448375,96,93.47%,21997,1.94%,2.04%,85.06,4377.52
2021-01-04,478761,954,1159,0.2%,0.24%,9263,6,20,0.06%,0.21%,448279,21,93.63%,21219,1.93%,2.02%,84.53,4369.01
2021-01-03,477807,891,1132,0.19%,0.24%,9257,4,21,0.04%,0.23%,448258,8316,93.82%,20292,1.94%,2.02%,84.48,4360.31
2021-01-02,476916,1096,1130,0.23%,0.24%,9253,5,27,0.05%,0.29%,439942,47,92.25%,27721,1.94%,2.06%,84.44,4352.18
2021-01-01,475820,1756,1174,0.37%,0.25%,9248,4,27,0.04%,0.29%,439895,99,92.45%,26677,1.94%,2.06%,84.39,4342.18
2020-12-31,474064,1532,1191,0.32%,0.25%,9244,14,27,0.15%,0.3%,439796,287,92.77%,25024,1.95%,2.06%,84.36,4326.15
2020-12-30,472532,1006,1218,0.21%,0.26%,9230,68,26,0.74%,0.29%,439509,493,93.01%,23793,1.95%,2.06%,84.23,4312.17
2020-12-29,471526,876,1244,0.19%,0.27%,9162,38,20,0.42%,0.22%,439016,236,93.11%,23348,1.94%,2.04%,83.61,4302.99
2020-12-28,470650,764,1306,0.16%,0.28%,9124,15,24,0.16%,0.26%,438780,102,93.23%,22746,1.94%,2.04%,83.26,4295
2020-12-27,469886,881,1442,0.19%,0.31%,9109,42,23,0.46%,0.26%,438678,7623,93.36%,22099,1.94%,2.03%,83.13,4288.02
2020-12-26,469005,1404,1566,0.3%,0.34%,9067,5,22,0.06%,0.25%,431055,264,91.91%,28883,1.93%,2.06%,82.74,4279.98
2020-12-25,467601,1877,1577,0.4%,0.34%,9062,7,27,0.08%,0.3%,430791,301,92.13%,27748,1.94%,2.06%,82.7,4267.17
2020-12-24,465724,1720,1611,0.37%,0.35%,9055,7,29,0.08%,0.33%,430490,518,92.43%,26179,1.94%,2.06%,82.63,4250.04
2020-12-23,464004,1189,1574,0.26%,0.34%,9048,27,31,0.3%,0.34%,429972,553,92.67%,24984,1.95%,2.06%,82.57,4234.35
2020-12-22,462815,1310,1568,0.28%,0.34%,9021,64,30,0.71%,0.33%,429419,212,92.78%,24375,1.95%,2.06%,82.32,4223.5
2020-12-21,461505,1716,1539,0.37%,0.34%,8957,10,29,0.11%,0.32%,429207,73,93%,23341,1.94%,2.04%,81.74,4211.54
2020-12-20,459789,1745,1484,0.38%,0.33%,8947,36,31,0.4%,0.35%,429134,8048,93.33%,21708,1.95%,2.04%,81.65,4195.88
2020-12-19,458044,1482,1388,0.32%,0.31%,8911,36,26,0.41%,0.29%,421086,420,91.93%,28047,1.95%,2.07%,81.32,4179.96
2020-12-18,456562,2115,1360,0.47%,0.3%,8875,25,24,0.28%,0.27%,420666,764,92.14%,27021,1.94%,2.07%,80.99,4166.43
